order_id;priority;quantity;unit_price;sales;shipping_cost;discount;profit;date;ship_date;customer_name;city;zip_code;state;region
59232;High;23;30.98;725.43;5.76;0.0;245.97;2012-01-05;2012-01-07;Robert Waldorf;Monroe;71203;Louisiana;South
52386;High;6;120.97;700.73;26.3;0.08;-188.5812;2012-01-05;2012-01-07;Susan Vittorini;Mount Prospect;60056;Illinois;Central
28451;Critical;33;145.45;4913.7;17.85;0.0;1054.93;2012-01-05;2012-01-07;Pauline Chand;Norman;73071;Oklahoma;Central
1028;High;11;205.99;2021.147;5.99;0.01;-60.39;2012-01-05;2012-01-07;Matt Collins;Fort Dodge;50501;Iowa;Central
48226;Low;23;100.98;2357.45;35.84;0.02;-108.8;2012-01-06;2012-01-06;Corey Roper;Bristol;6010;Connecticut;East
23488;Critical;30;880.98;26133.39;44.55;0.04;-11053.6;2012-01-06;2012-01-07;Julia West;Galesburg;61401;Illinois;Central
16770;Critical;17;2.1;37.06;0.7;0.03;0.61;2012-01-06;2012-01-07;Muhammed Yedwab;Petersburg;23805;Virginia;South
14274;Not Specified;2;35.99;61.7185;1.1;0.03;-164.043;2012-01-06;2012-01-07;Craig Leslie;Hilton Head Island;29915;South Carolina;South
16961;Not Specified;27;1.7;46.86;1.99;0.06;-37.08;2012-01-06;2012-01-07;Tracy Collins;Herndon;20170;Virginia;South
14274;Not Specified;23;150.98;3674.08;30.0;0.01;112.44;2012-01-06;2012-01-08;Craig Leslie;Hilton Head Island;29915;South Carolina;South
6854;Medium;19;6.64;129.84;4.95;0.05;2.39;2012-01-06;2012-01-08;Victor Price;Royal Palm Beach;33411;Florida;South
6854;Medium;1;7.68;22.13;6.16;0.07;-2.392;2012-01-06;2012-01-08;Victor Price;Royal Palm Beach;33411;Florida;South
14274;Not Specified;46;28.28;1413.89;13.99;0.01;-40.72;2012-01-06;2012-01-08;Craig Leslie;Hilton Head Island;29915;South Carolina;South
16961;Not Specified;34;30.98;1089.59;5.09;0.01;433.24;2012-01-06;2012-01-08;Tracy Collins;Herndon;20170;Virginia;South
41094;Low;46;6.48;298.97;8.73;0.09;-225.86;2012-01-06;2012-01-08;Maribeth Schnelling;Fairfax;20151;Virginia;South
23488;High;29;3.28;101.77;3.97;0.03;-73.19;2012-01-06;2012-01-08;Julia Barnett;San Clemente;92672;California;West
41094;Low;6;20.34;159.05;35.0;0.05;-153.46;2012-01-06;2012-01-10;Maribeth Schnelling;Fairfax;20151;Virginia;South
43909;High;46;15.99;737.25;13.18;0.08;-199.134;2012-01-07;2012-01-08;Chloris Kastensmidt;Las Vegas;89115;Nevada;West
3073;Medium;3;1.98;10.58;4.77;0.05;-11.5805;2012-01-07;2012-01-08;Jasper Cacioppo;Franklin Square;11010;New York;East
3073;Medium;3;699.99;2119.67;24.49;0.07;-2314.74;2012-01-07;2012-01-08;Jasper Cacioppo;Franklin Square;11010;New York;East
3073;Medium;7;6783.02;45923.76;24.49;0.07;102.61;2012-01-07;2012-01-08;Jasper Cacioppo;Franklin Square;11010;New York;East
32295;High;11;65.99;607.597;5.99;0.07;-112.244;2012-01-07;2012-01-08;Pauline Chand;Norman;73071;Oklahoma;Central
18405;Medium;30;20.98;610.65;8.83;0.09;60.2735;2012-01-07;2012-01-09;George Ashbrook;Lubbock;79424;Texas;Central
18405;Medium;2;73.98;158.04;14.52;0.03;-263.09;2012-01-07;2012-01-10;George Ashbrook;Lubbock;79424;Texas;Central
33923;Low;34;65.99;1961.7915;5.99;0.05;425.754;2012-01-07;2012-01-11;Benjamin Venier;Fresno;93727;California;West
40704;Low;6;1.76;11.57;0.7;0.01;-2.06;2012-01-07;2012-01-12;Julie Kriz;Brunswick;4011;Maine;East
4193;High;3;22.72;75.77;8.99;0.03;64.25;2012-01-08;2012-01-08;Sandra Flanagan;Garfield Heights;44125;Ohio;East
4193;High;16;4.13;64.29;0.99;0.07;14.42;2012-01-08;2012-01-08;Sandra Flanagan;Garfield Heights;44125;Ohio;East
30083;Not Specified;23;14.56;324.28;3.5;0.07;20.43;2012-01-08;2012-01-09;Luke Schmidt;Myrtle Beach;29577;South Carolina;South
7203;High;25;896.99;21752.01;19.99;0.03;9296.348;2012-01-08;2012-01-10;Ruben Dartt;Edmonds;98026;Washington;West
31715;Not Specified;44;3.28;145.19;3.97;0.05;-116.87;2012-01-09;2012-01-09;Mark Haberlin;Pasadena;91104;California;West
18561;Not Specified;9;4.13;45.87;6.89;0.02;-38.9;2012-01-09;2012-01-10;Joni Blumstein;Lawton;73505;Oklahoma;Central
31715;Not Specified;11;5.38;68.5;7.57;0.01;-53.8545;2012-01-09;2012-01-10;Mark Haberlin;Pasadena;91104;California;West
8576;High;43;11.66;541.45;8.99;0.0;-164.25;2012-01-09;2012-01-11;Cynthia Voltz;Gilroy;95020;California;West
58343;Not Specified;39;3.29;121.87;1.35;0.07;11.32;2012-01-09;2012-01-11;Yana Sorensen;Plainfield;7060;New Jersey;East
31715;Not Specified;24;2.78;64.11;0.97;0.09;-4.09;2012-01-09;2012-01-11;Mark Haberlin;Augusta;4330;Maine;East
40097;Low;47;2.6;117.88;2.4;0.1;-71.0;2012-01-09;2012-01-14;Olvera Toch;Madison;53711;Wisconsin;Central
47138;Low;1;125.99;107.95;8.99;0.04;-506.308;2012-01-09;2012-01-16;Benjamin Patterson;King of Prussia;19406;Pennsylvania;East
55367;Critical;31;70.98;2137.1;46.74;0.05;-686.01;2012-01-10;2012-01-11;Kristina Nunn;East Lansing;48823;Michigan;Central
14596;Critical;19;3.28;63.14;3.97;0.06;-53.75;2012-01-10;2012-01-11;Darren Powers;Denton;76201;Texas;Central
44391;Not Specified;16;6.48;112.81;9.17;0.02;-85.23;2012-01-10;2012-01-11;Ann Steele;Lehi;84043;Utah;West
33988;Medium;30;5.02;164.78;5.14;0.0;-128.47;2012-01-10;2012-01-11;Rob Haberlin;Pittsburgh;15122;Pennsylvania;East
28999;High;34;33.98;1177.5;1.99;0.02;420.05;2012-01-10;2012-01-11;Giulietta Dortch;Essex Junction;5451;Vermont;East
14596;Critical;24;8.34;199.12;0.96;0.01;73.33;2012-01-10;2012-01-12;Darren Powers;Denton;76201;Texas;Central
28290;Low;3;161.55;523.58;19.99;0.01;-179.36;2012-01-10;2012-01-12;Maria Bertelson;Hazelwood;63042;MO;Central
55367;Critical;48;11.55;571.17;2.36;0.05;129.87;2012-01-10;2012-01-12;Kristina Nunn;East Lansing;48823;Michigan;Central
31553;Critical;32;162.93;4906.85;19.99;0.09;1907.94;2012-01-10;2012-01-12;Sean Wendt;Minnetonka;55345;Minnesota;Central
28290;Low;43;30.42;1307.35;8.65;0.05;-154.24;2012-01-10;2012-01-14;Maria Bertelson;Hazelwood;63042;MO;Central
20037;Low;35;29.18;1009.42;8.55;0.02;339.58;2012-01-10;2012-01-15;Michelle Moray;Pleasure Ridge Park;40258;Kentucky;South
20037;Low;49;297.64;15137.11;14.7;0.03;4913.16;2012-01-10;2012-01-15;Michelle Moray;Pleasure Ridge Park;40258;Kentucky;South
33797;Not Specified;18;11.34;216.87;5.01;0.03;30.53;2012-01-11;2012-01-11;Bradley Drucker;Trenton;8601;New Jersey;East
33797;Not Specified;20;297.64;4531.34;14.7;0.08;653.68;2012-01-11;2012-01-11;Bradley Drucker;Bellingham;2019;MA;East
33797;Not Specified;44;12.99;574.5;14.37;0.02;-449.04;2012-01-11;2012-01-12;Bradley Drucker;Beverly;1915;MA;East
33797;Not Specified;18;14.42;262.94;6.75;0.06;-22.37;2012-01-11;2012-01-12;Bradley Drucker;Hanson;2341;MA;East
19655;High;31;39.24;1143.45;1.99;0.06;304.42;2012-01-11;2012-01-12;Alan Barnes;Springfield;62701;Illinois;Central
33797;Not Specified;29;4.14;138.17;6.6;0.05;-103.78;2012-01-11;2012-01-13;Bradley Drucker;Hawthorne;7506;New Jersey;East
21830;Low;19;399.98;6991.65;12.06;0.08;906.8;2012-01-11;2012-01-18;Andy Gerbode;Lebanon;37087;Tennessee;South
20549;Not Specified;40;27.75;1030.09;19.99;0.09;-568.71;2012-01-12;2012-01-13;Cindy Schnelling;Florence;41042;Kentucky;South
7461;Low;12;350.99;4080.3;39.0;0.05;593.79;2012-01-12;2012-01-14;Greg Matthias;Englewood;80112;Colorado;West
43362;Critical;33;1.68;58.48;1.0;0.04;2.72;2012-01-12;2012-01-14;Rick Reed;Gaithersburg;20877;Maryland;East
27813;Medium;10;40.98;401.14;6.5;0.1;-131.03;2012-01-12;2012-01-14;Liz Price;Fort Thomas;41075;Kentucky;South
43362;Critical;45;350.98;15963.09;30.0;0.03;4276.73;2012-01-12;2012-01-15;Rick Reed;Gaithersburg;20877;Maryland;East
37862;Not Specified;27;59.98;1603.27;3.99;0.01;452.49;2012-01-12;2012-01-15;Guy Thornton;Springfield;65807;MO;Central
7461;Low;28;8.74;260.79;1.39;0.0;111.4;2012-01-12;2012-01-16;Greg Matthias;Englewood;80112;Colorado;West
7461;Low;44;1.98;90.35;0.7;0.02;-16.72;2012-01-12;2012-01-16;Greg Matthias;Englewood;80112;Colorado;West
51623;Critical;17;2.08;39.23;5.33;0.06;-66.58;2012-01-13;2012-01-13;Michelle Huthwaite;College Park;20740;Maryland;East
13602;Low;13;48.04;660.99;5.09;0.02;267.67;2012-01-13;2012-01-13;Brian Stugart;Manteca;95336;California;West
25541;Low;50;5.98;297.76;5.79;0.07;-111.34;2012-01-13;2012-01-15;Mike Gockenbach;Pembroke Pines;33024;Florida;South
13602;Low;3;145.45;445.34;17.85;0.03;-377.9019;2012-01-13;2012-01-18;Brian Stugart;Manteca;95336;California;West
43911;Medium;29;19.99;577.89;11.17;0.06;-53.89;2012-01-14;2012-01-14;Tamara Manning;Post Falls;83854;Idaho;West
30567;Not Specified;14;208.16;2690.84;68.02;0.1;-368.02;2012-01-14;2012-01-14;Toby Swindell;Germantown;38138;Tennessee;South
34691;Critical;23;306.14;7202.94;26.53;0.02;1425.11;2012-01-14;2012-01-14;Clytie Kelty;Allentown;18103;Pennsylvania;East
30567;Not Specified;8;90.48;733.55;19.99;0.07;103.13;2012-01-14;2012-01-15;Toby Swindell;Hendersonville;37075;Tennessee;South
30567;Not Specified;14;4.28;62.6;0.94;0.02;7.32;2012-01-14;2012-01-15;Toby Swindell;Hendersonville;37075;Tennessee;South
43911;Medium;36;264.98;9920.85;17.86;0.0;2685.19;2012-01-14;2012-01-15;Tamara Manning;Post Falls;83854;Idaho;West
43911;Medium;23;320.98;7484.31;58.95;0.06;1278.45;2012-01-14;2012-01-16;Tamara Manning;Rexburg;83440;Idaho;West
30567;Not Specified;3;9.48;38.71;7.29;0.01;23.0;2012-01-14;2012-01-16;Toby Swindell;Hendersonville;37075;Tennessee;South
34691;Critical;13;18.97;245.82;9.54;0.1;-7.39;2012-01-14;2012-01-16;Clytie Kelty;Allentown;18103;Pennsylvania;East
34691;Critical;27;7.77;217.68;9.23;0.08;-168.75;2012-01-14;2012-01-16;Clytie Kelty;Allentown;18103;Pennsylvania;East
8325;Critical;21;115.99;2364.29;56.14;0.08;-220.0491;2012-01-14;2012-01-16;Jennifer Patt;Salinas;93905;California;West
8325;Critical;27;4.28;112.57;0.94;0.08;13.92;2012-01-14;2012-01-17;Jennifer Patt;Salinas;93905;California;West
37729;Not Specified;48;8.6;447.89;6.19;0.0;-26.7835;2012-01-15;2012-01-15;Giulietta Weimer;Battle Creek;49017;Michigan;Central
12676;High;25;8.09;201.06;7.96;0.08;-80.86;2012-01-15;2012-01-16;Jennifer Jackson;Hattiesburg;39401;Mississippi;South
22243;Critical;9;2.88;24.76;0.7;0.09;-1.82;2012-01-15;2012-01-16;Amy Hunt;Knoxville;37918;Tennessee;South
48773;Medium;7;7.04;51.27;2.17;0.06;3.27;2012-01-15;2012-01-17;Amy Cox;West Mifflin;15122;Pennsylvania;East
6884;Low;41;4.98;217.0;4.75;0.01;-61.21;2012-01-15;2012-01-20;Skye Norling;Lombard;60148;Illinois;Central
6884;Low;47;6.35;296.13;1.02;0.04;119.09;2012-01-15;2012-01-20;Skye Norling;Lombard;60148;Illinois;Central
30915;Low;20;2.98;62.78;2.03;0.04;-17.75;2012-01-16;2012-01-16;Xylona Price;Boardman;44512;Ohio;East
31781;Medium;46;5.81;249.02;8.49;0.1;-282.6125;2012-01-16;2012-01-17;Sylvia Foulston;Naperville;60540;Illinois;Central
31781;Medium;41;1.81;78.49;0.75;0.03;5.53;2012-01-16;2012-01-17;Sylvia Foulston;Naperville;60540;Illinois;Central
49541;Medium;35;13.43;503.75;5.5;0.0;16.46;2012-01-16;2012-01-17;Joe Elijah;Hot Springs;71901;Arkansas;South
39173;Critical;2;179.29;373.27;29.21;0.05;-433.290143;2012-01-16;2012-01-18;Jason Klamczynski;Woodmere;11598;New York;East
2370;Critical;6;110.98;679.6;13.99;0.02;-85.76;2012-01-16;2012-01-18;Sanjit Jacobs;Laurel;20707;Maryland;East
2370;Critical;30;8.01;257.42;2.87;0.01;59.18;2012-01-16;2012-01-18;Sanjit Jacobs;Laurel;20707;Maryland;East
39173;Critical;36;2.18;76.48;0.78;0.09;3.23;2012-01-16;2012-01-18;Jason Klamczynski;Woodmere;11598;New York;East
22147;Low;37;22.72;832.14;8.99;0.04;175.07;2012-01-16;2012-01-20;Christina Anderson;Murfreesboro;37130;Tennessee;South
30915;Low;25;125.99;2836.0505;8.99;0.01;561.132;2012-01-16;2012-01-21;Xylona Price;Boardman;44512;Ohio;East
10272;Medium;26;22.84;566.39;8.18;0.06;76.43;2012-01-17;2012-01-17;Katherine Ducich;Palm Beach Gardens;33403;Florida;South
12771;Critical;40;30.53;1143.49;19.99;0.08;-193.44;2012-01-17;2012-01-17;Carlos Soltero;Wilmette;60091;Illinois;Central
46884;Medium;25;11.55;280.43;2.36;0.1;39.52;2012-01-17;2012-01-18;Paul Prost;Sioux Falls;57103;South Dakota;Central
32868;Not Specified;39;28.15;1101.28;6.17;0.05;200.53;2012-01-17;2012-01-18;Randy Ferguson;Clarksville;37042;Tennessee;South
1921;Medium;24;328.14;7871.91;91.05;0.05;541.47;2012-01-17;2012-01-19;Benjamin Venier;Cranston;2910;Rhode Island;East
43620;Medium;11;4.2;49.76;2.26;0.05;-0.13;2012-01-17;2012-01-19;Joel Eaton;Meridian;39301;Mississippi;South
10272;Medium;3;90.48;299.08;19.99;0.03;-50.43;2012-01-17;2012-01-19;Katherine Ducich;Palm Beach Gardens;33403;Florida;South
46884;Medium;18;7.64;130.11;1.39;0.1;40.3;2012-01-17;2012-01-19;Paul Prost;Bartlett;38134;Tennessee;South
12771;Critical;46;1.68;78.08;1.57;0.01;-43.1;2012-01-17;2012-01-19;Carlos Soltero;Woodridge;60517;Illinois;Central
46884;Medium;3;125.99;337.3395;2.5;0.0;-509.938;2012-01-17;2012-01-19;Paul Prost;Bartlett;38134;Tennessee;South
18945;Medium;33;16.48;528.54;1.99;0.06;168.54;2012-01-17;2012-01-19;John Lee;Northport;35473;Alabama;South
43620;Medium;13;14.81;196.22;13.32;0.05;-89.35;2012-01-17;2012-01-20;Joel Eaton;Meridian;39301;Mississippi;South
22118;High;50;58.1;2842.54;1.49;0.05;1315.749;2012-01-18;2012-01-18;Natalie Webber;Miami;33142;Florida;South
58784;Medium;29;48.91;1379.1;5.81;0.06;573.8;2012-01-18;2012-01-18;Kristen Hastings;Tupelo;38801;Mississippi;South
58784;Medium;12;11.58;141.9;5.72;0.02;1.46;2012-01-18;2012-01-19;Kristen Hastings;Tupelo;38801;Mississippi;South
58784;Medium;17;15.51;278.76;17.78;0.02;-210.09;2012-01-18;2012-01-19;Kristen Hastings;Tupelo;38801;Mississippi;South
58784;Medium;25;350.99;8875.17;39.0;0.05;2372.08;2012-01-18;2012-01-20;Kristen Hastings;Willow Grove;19090;Pennsylvania;East
58784;Medium;20;15.99;331.21;9.4;0.04;-67.3815;2012-01-18;2012-01-20;Kristen Hastings;Willow Grove;19090;Pennsylvania;East
48199;Not Specified;47;15.74;672.46;1.39;0.1;279.74;2012-01-18;2012-01-21;Erica Bern;Granger;46530;Indiana;Central
66;Low;41;2.88;108.15;0.7;0.09;7.57;2012-01-19;2012-01-19;Arthur Gainer;Santa Fe;87505;New Mexico;West
20711;Critical;18;119.99;2215.96;56.14;0.0;-101.6595;2012-01-19;2012-01-20;Chris Cortes;South Burlington;5403;Vermont;East
16999;Critical;18;207.48;3568.45;0.99;0.09;1081.62;2012-01-19;2012-01-21;Stuart Calhoun;Hamilton;45011;Ohio;East
20711;Critical;5;18.97;98.66;9.03;0.1;-19.52;2012-01-19;2012-01-21;Chris Cortes;Oxford;1540;MA;East
38340;Critical;36;60.22;2167.05;3.5;0.02;684.9;2012-01-20;2012-01-21;Tanja Norvell;Sanford;32771;Florida;South
44197;High;27;140.98;3970.33;53.48;0.02;-229.79;2012-01-20;2012-01-23;Cynthia Arntzen;Allen;75002;Texas;Central
32800;Not Specified;33;355.98;11336.37;58.92;0.04;1161.75;2012-01-21;2012-01-22;Larry Tron;Holladay;84117;Utah;West
35936;Medium;40;105.34;4152.55;24.49;0.03;813.33;2012-01-21;2012-01-22;Roy Phan;Des Moines;98198;Washington;West
38021;Medium;16;279.81;4407.03;23.19;0.04;834.96;2012-01-21;2012-01-22;Rob Haberlin;Pittsburgh;15122;Pennsylvania;East
38021;Medium;36;4.91;173.22;0.5;0.02;81.77;2012-01-21;2012-01-22;Rob Haberlin;Pittsburgh;15122;Pennsylvania;East
35936;Medium;41;7.84;312.26;4.71;0.08;-10.3845;2012-01-21;2012-01-22;Roy Phan;Des Moines;98198;Washington;West
32800;Not Specified;19;19.98;354.13;8.68;0.09;8.79;2012-01-21;2012-01-22;Larry Tron;Holladay;84117;Utah;West
49505;Critical;34;9.78;335.59;1.99;0.04;85.83;2012-01-21;2012-01-22;Harold Ryan;Wooster;44691;Ohio;East
31138;High;37;31.76;1251.18;45.51;0.05;-1756.4404;2012-01-21;2012-01-23;Arthur Prichep;Cleveland Heights;44106;Ohio;East
38021;Medium;46;30.44;1482.01;1.49;0.02;709.325;2012-01-21;2012-01-23;Rob Haberlin;Sioux City;51106;Iowa;Central
49505;Critical;12;7.84;97.74;4.71;0.04;-8.4985;2012-01-21;2012-01-23;Harold Ryan;Wooster;44691;Ohio;East
32800;Not Specified;40;19.98;751.94;8.68;0.07;69.08;2012-01-21;2012-01-23;Larry Tron;Holladay;84117;Utah;West
37638;Low;33;4.13;139.98;6.89;0.07;-140.54;2012-01-21;2012-01-23;Aaron Smayling;Smithtown;11787;New York;East
52608;Low;36;3.98;147.71;0.7;0.05;40.04;2012-01-21;2012-01-25;Thea Hudgings;Jupiter;33458;Florida;South
58759;Low;4;8.01;33.44;2.87;0.1;-6.88;2012-01-21;2012-01-28;Andrew Allen;Fountain;80817;Colorado;West
28225;Critical;9;20.28;206.04;14.39;0.0;-49.81;2012-01-22;2012-01-22;Khloe Miller;Saginaw;48601;Michigan;Central
53891;High;36;15.22;562.8;9.73;0.02;-17.4455;2012-01-22;2012-01-22;Nathan Mautz;Lino Lakes;55014;Minnesota;Central
55360;Medium;39;217.85;8865.1;29.1;0.0;1517.12;2012-01-22;2012-01-23;Russell Applegate;Hialeah;33012;Florida;South
53891;High;44;92.23;4039.72;39.61;0.02;-237.6;2012-01-22;2012-01-23;Nathan Mautz;Mobile;36608;Alabama;South
53891;High;25;115.99;2570.944;5.92;0.03;553.356;2012-01-22;2012-01-23;Nathan Mautz;Mobile;36608;Alabama;South
7815;Critical;6;32.98;187.37;5.5;0.09;-125.96;2012-01-22;2012-01-23;Amy Hunt;Kingsport;37664;Tennessee;South
53891;High;27;179.99;4584.73;19.99;0.07;812.38;2012-01-22;2012-01-23;Nathan Mautz;Mobile;36608;Alabama;South
28225;Critical;13;80.98;1160.59;35.0;0.01;-330.14;2012-01-22;2012-01-24;Guy Phonely;Elyria;44035;Ohio;East
55360;Medium;49;2.89;134.83;0.5;0.07;50.74;2012-01-22;2012-01-24;Russell Applegate;Hialeah;33012;Florida;South
13636;Low;32;880.98;28180.08;44.55;0.02;7513.88;2012-01-22;2012-01-26;Sally Matthias;Mankato;56001;Minnesota;Central
10661;Not Specified;18;6.84;136.41;8.37;0.0;-99.34;2012-01-23;2012-01-24;Jocasta Rupert;Newton;67114;Kansas;Central
10661;Not Specified;42;30.98;1312.65;5.76;0.07;488.31;2012-01-23;2012-01-25;Jocasta Rupert;Reston;20190;Virginia;South
24802;Medium;18;73.98;1383.2;12.14;0.01;-23.44;2012-01-23;2012-01-25;Victoria Brennan;Parkland;98444;Washington;West
19234;High;24;14.42;359.65;6.75;0.01;-11.15;2012-01-24;2012-01-24;Cynthia Delaney;Wheat Ridge;80033;Colorado;West
29319;Low;30;238.4;6654.39;24.49;0.1;1151.69;2012-01-24;2012-01-26;Filia McAdams;Vincennes;47591;Indiana;Central
58277;Medium;23;11.7;294.68;6.96;0.01;-23.35;2012-01-24;2012-01-26;Michael Dominguez;Franklin;53132;Wisconsin;Central
29319;Low;21;199.99;4429.69;24.49;0.03;983.55;2012-01-24;2012-01-26;Filia McAdams;Vincennes;47591;Indiana;Central
33025;Low;5;67.84;318.31;0.99;0.08;-19.06;2012-01-24;2012-01-29;Debra Catini;Bayonne;7002;New Jersey;East
7043;Critical;4;1.74;11.08;4.08;0.06;-8.93;2012-01-25;2012-01-26;Giulietta Dortch;Menlo Park;94025;California;West
12869;Not Specified;15;125.99;1532.482;8.99;0.1;-42.999;2012-01-25;2012-01-28;Laurel Beltran;Hilton Head Island;29915;South Carolina;South
24544;High;15;25.98;403.71;14.36;0.03;-97.47;2012-01-26;2012-01-27;Tanja Norvell;Sanford;32771;Florida;South
20422;High;30;14.34;447.33;5.0;0.03;115.21;2012-01-26;2012-01-27;Gene Hale;Muscatine;52761;Iowa;Central
24544;High;39;32.48;1243.45;35.0;0.1;-1212.55;2012-01-26;2012-01-27;Tanja Norvell;Sanford;32771;Florida;South
24544;High;31;150.98;4587.3;13.99;0.08;1771.15;2012-01-26;2012-01-27;Tanja Norvell;Saint Petersburg;33710;Florida;South
55937;Medium;24;376.13;7332.088;85.63;0.06;53.79;2012-01-26;2012-01-28;Stefanie Holloman;Benton;72015;Arkansas;South
17186;Medium;49;90.98;4321.63;56.2;0.08;-1549.14;2012-01-26;2012-01-28;Ken Brennan;Mount Lebanon;15228;Pennsylvania;East
20422;High;5;2.89;15.38;0.5;0.01;1.61;2012-01-26;2012-01-28;Gene Hale;Allen Park;48101;Michigan;Central
17186;Medium;11;5.98;67.14;5.35;0.07;-29.98;2012-01-26;2012-01-28;Ken Brennan;Mount Lebanon;15228;Pennsylvania;East
55937;Medium;10;39.98;392.77;7.12;0.09;-146.2;2012-01-26;2012-01-28;Stefanie Holloman;Benton;72015;Arkansas;South
15718;Critical;36;2.94;100.87;0.7;0.09;8.4;2012-01-27;2012-01-28;Sean O'Donnell;Dickinson;58601;North Dakota;Central
11686;Not Specified;38;205.99;6121.1985;2.5;0.08;1312.344;2012-01-27;2012-01-28;Michael Dominguez;Eau Claire;54703;Wisconsin;Central
15718;Critical;41;43.98;1863.02;8.99;0.03;360.63;2012-01-27;2012-01-29;Sean O'Donnell;Sandusky;44870;Ohio;East
10530;Medium;4;110.99;377.213;2.5;0.02;-411.653;2012-01-27;2012-01-29;Victor Price;Royal Palm Beach;33411;Florida;South
